ResponseId,Q179,Q4_4,Q80_1,Q256,Q190,Q191,Q120,Q4_2,Q4_3,Q4_5,Q82_1,Q83_1,Q84,Q219_3,Q219_4,Q243_1,Q243_2,Q243_3,Q243_9,Q211,Q86,Q87
R_6lKS33MH8bv88et,Nicht erwerbstätig,,40,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,09526,,,,169,70,3,,,,,,,Weniger gut,,1001-1500€
R_8B6G59IMqZUEMr7,31-40 Stunden,,46,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,44143,,,,166,53,5,,,,,,,Zufriedenstellend,,2501-3000€
R_3DwtH8mhH6XADzC,41-50 Stunden,1,53,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,35418,0,0,0,173,73,4,,,,,,,Gut,3501-4000€,
R_3Msz8BWaFHoD89f,31-40 Stunden,0,23,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,85567,0,2,1,163,46,8,,,,,,,Gut,2501-3000€,
R_DbKm1Jp1gq7MDYt,21-30 Stunden,2,47,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Fachschulabschluss (DDR),55120,0,1,0,183,61,6,,,,,,,Zufriedenstellend,501-1000€,
R_3dVPSsQZnMI5LQE,31-40 Stunden,,55,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,18356,,,,184,80,1,,,,,,,Sehr gut,,3001-3500€
R_3KZWYGgAoihdcCR,31-40 Stunden,,53,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,58507,,,,186,74,4,,,,,,,Gut,,2001-2500€
R_2sR9NPYcZohqQcA,41-50 Stunden,0,36,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,12205,0,0,0,162,58,"0=überhaupt nicht bereit, Risiken einzugehen",sich nicht verändert,sich nicht verändert,,,,,Zufriedenstellend,2001-2500€,
R_3noynOXmmwbLINm,Nicht erwerbstätig,0,68,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,41569,1,0,0,182,87,7,sich nicht verändert,sich nicht verändert,50,,,48,Gut,4001-4500€,
R_QhqjhAQxSxXl3XP,31-40 Stunden,1,37,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,54290,1,0,0,163,47,5,sich nicht verändert,sich nicht verändert,0,0,0,0,Sehr gut,501-1000€,
R_3QGJpgzAUOcdRlg,Nicht erwerbstätig,3,52,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,13435,0,0,0,180,109,5,,,,,,,Zufriedenstellend,3501-4000€,
R_3PjLLNwAx7PDv30,21-30 Stunden,1,51,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,53577,1,0,0,165,58,1,sich nicht verändert,sich nicht verändert,51,,,94,Zufriedenstellend,2501-3000€,
R_2U336g4lXUh62s1,Nicht erwerbstätig,,59,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,58638,,,,186,130,1,,,,,,,Zufriedenstellend,,1001-1500€
R_3TTkuVp8kUkbJMR,11-20 Stunden,,64,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,22880,,,,180,90,5,,,,,,,Zufriedenstellend,,1001-1500€
R_1MJROQb710SMA0I,Nicht erwerbstätig,0,18,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Ohne beruflichen Bildungsabschluss,81927,0,2,1,185,83,4,,,,,,,Gut,4001-4500€,
R_1KdUgW7WWyQdXF7,11-20 Stunden,,57,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,58285,,,,168,71,8,,,,,,,Zufriedenstellend,,1501-2000€
R_2QLMHpetHwuQWjF,11-20 Stunden,,57,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,37120,,,,166,80,5,,,,,,,Gut,,2001-2500€
R_UGy5eIXwXGuldap,1-10 Stunden,,44,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Fachschulabschluss,55624,,,,165,60,2,,,,,,,Zufriedenstellend,,0-500€
R_21B6QcjDCljGmiK,11-20 Stunden,0,62,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,47608,1,0,0,177,93,2,sich nicht verändert,sich nicht verändert,100,,,100,Gut,2501-3000€,
R_Tn28mtQzRMjQdNf,21-30 Stunden,0,25,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,66450,1,0,0,167,59,2,stark abgenommen,sich nicht verändert,100,,,100,Sehr gut,2501-3000€,
R_PvapDBvoYbHOK89,41-50 Stunden,,48,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,60599,,,,180,86,6,,,,,,,Gut,,Mehr als 6000€
R_3O6ZAXrmU0Zrnl7,31-40 Stunden,2,46,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,22455,0,0,0,176,79,6,,,,,,,Gut,2501-3000€,
R_1QydcAorZ42Y6Ac,Nicht erwerbstätig,1,61,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",45141,1,0,0,192,103,6,sich nicht verändert,sich nicht verändert,50,,,60,Gut,4501-5000€,
R_D7WBrXZ3ocfpBUB,Nicht erwerbstätig,1,66,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,33790,1,0,0,184,93,1,sich nicht verändert,leicht abgenommen,50,,,21,Weniger gut,3001-3500€,
R_31tQfZYLUvbLgOw,11-20 Stunden,1,45,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,66399,1,0,0,176,85,2,sich nicht verändert,sich nicht verändert,81,75,87,63,Zufriedenstellend,4001-4500€,
R_1jk0O9lJuKR1GMg,Nicht erwerbstätig,,54,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,Lehre/ Berufsausbildung im dualen System,01844,,,,158,90,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Zufriedenstellend,,1001-1500€
R_1Oit2c38ImHzKsJ,Nicht erwerbstätig,0,54,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,46282,2,0,0,170,73,6,sich nicht verändert,sich nicht verändert,50,56,,91,Weniger gut,3001-3500€,
R_PORqQiYmxo79GXn,Nicht erwerbstätig,0,54,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,52388,1,0,0,176,99,2,sich nicht verändert,sich nicht verändert,50,,,50,Zufriedenstellend,5501-6000€,
R_3pa7HaAhLdyrWFi,Nicht erwerbstätig,0,33,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,92280,0,2,0,182,70,5,,,,,,,Gut,3001-3500€,
R_3kM8EHuKrZlcKWB,1-10 Stunden,0,64,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,52372,1,0,0,180,96,2,leicht abgenommen,sich nicht verändert,85,,,80,Schlecht,2501-3000€,
R_24Iqi1FuZfUGrad,Nicht erwerbstätig,0,23,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,37434,0,0,0,181,78,6,,,,,,,Gut,,0-500€
R_2dBbfcF1vhS7UdL,Nicht erwerbstätig,0,18,Männlich,Ohne allgemeinen Schulabschluss,Ohne beruflichen Bildungsabschluss,86875,0,2,3,176,58,5,,,,,,,Sehr gut,5501-6000€,
R_RxZYRrBy6B7Yrvj,41-50 Stunden,3,42,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,32791,1,0,0,183,77,7,sich nicht verändert,sich nicht verändert,75,,,54,Gut,4501-5000€,
R_25zP7ycprK1nMTn,Mehr als 50 Stunden,0,65,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,42287,1,0,0,180,110,5,sich nicht verändert,sich nicht verändert,80,,,80,Weniger gut,1001-1500€,
R_1i2kNhc30Ht0wxE,Nicht erwerbstätig,0,100,Divers,Ohne allgemeinen Schulabschluss,Ohne beruflichen Bildungsabschluss,74245,1,0,0,130,160,"0=überhaupt nicht bereit, Risiken einzugehen",stark abgenommen,stark abgenommen,0,,,0,Schlecht,0-500€,
R_1ODmmxceROARfOO,Nicht erwerbstätig,,48,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,54290,,,,179,80,1,,,,,,,Gut,,1001-1500€
R_2c7WBDcz8O1m8mL,Nicht erwerbstätig,0,62,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Ohne beruflichen Bildungsabschluss,91287,1,0,0,168,70,3,sich nicht verändert,sich nicht verändert,65,,,60,Gut,3501-4000€,
R_9EOdU5iAW1mutOh,21-30 Stunden,,58,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,46242,,,,172,60,6,,,,,,,Gut,,2001-2500€
R_1LA4dMZCRJqymUj,11-20 Stunden,,60,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,48351,,,,165,71,2,,,,,,,Gut,,2001-2500€
R_1Q4xghXPr146g0u,31-40 Stunden,,35,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,14542,,,,178,63,4,,,,,,,Gut,,1001-1500€
R_3R1SQYs33R7m8cK,Mehr als 50 Stunden,,22,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,79241,,,,172,85,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Schlecht,,0-500€
R_3oHhEOiQGe6iytd,0 Stunden,,58,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,31275,,,,180,120,5,,,,,,,Schlecht,,501-1000€
R_3nUDV7JUyrHvOav,11-20 Stunden,,55,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,23554,,,,183,95,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Zufriedenstellend,,501-1000€
R_3fZ6U8wIPAZ1id7,0 Stunden,,22,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Ohne beruflichen Bildungsabschluss,72793,,,,170,66,5,,,,,,,Gut,,0-500€
R_2zDdAmJ2UBtCVqI,11-20 Stunden,,60,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,Fachschulabschluss,12435,,,,158,90,6,,,,,,,Weniger gut,,1001-1500€
R_1OB3D6LxUuZR3OP,Nicht erwerbstätig,1,55,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,46535,1,0,0,164,64,9,sich nicht verändert,sich nicht verändert,100,,,85,Sehr gut,3001-3500€,
R_3ehlL9MMKZlgyRc,41-50 Stunden,1,60,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",45326,1,0,0,176,108,4,sich nicht verändert,stark abgenommen,27,,,15,Zufriedenstellend,3001-3500€,
R_2Qs9agffoiHYIOl,Nicht erwerbstätig,0,59,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,56218,1,0,0,172,81,2,sich nicht verändert,sich nicht verändert,95,90,,90,Gut,2501-3000€,
R_WAqqUSNHDHCt3kR,Nicht erwerbstätig,0,67,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,94481,1,0,0,176,86,7,sich nicht verändert,sich nicht verändert,12,,,15,Zufriedenstellend,2501-3000€,
R_1rArLIoQMQP5WAb,Nicht erwerbstätig,0,66,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,33334,1,0,0,177,91,6,sich nicht verändert,sich nicht verändert,50,,,50,Zufriedenstellend,5001-5500€,
R_3kMLIc0DTYgW1gJ,Nicht erwerbstätig,,56,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,06886,,,,173,81,6,,,,,,,Gut,,1501-2000€
R_1f1sBUwchvtrKyo,0 Stunden,,44,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,42799,,,,185,104,5,,,,,,,Gut,,1001-1500€
R_3CBIfyEx9UjTaiZ,0 Stunden,,48,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,06749,,,,182,103,5,,,,,,,Gut,,1001-1500€
R_1InsgEyUCYCAnoy,41-50 Stunden,2,40,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,95679,1,0,0,180,78,3,leicht zugenommen,sich nicht verändert,50,8,,35,Gut,2001-2500€,
R_QcUPXoOL89eS4Ex,21-30 Stunden,,52,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,47137,,,,180,112,6,,,,,,,Weniger gut,,2501-3000€
R_2TI40aaHYVcuLHD,31-40 Stunden,0,49,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",34121,1,0,0,186,82,6,leicht abgenommen,leicht abgenommen,68,100,100,92,Gut,1001-1500€,
R_3Hw3o1jcrFJI4iy,1-10 Stunden,,58,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,Fachschulabschluss (DDR),17358,,,,168,74,5,,,,,,,Zufriedenstellend,,501-1000€
R_cI6gurZnHSauZSV,Nicht erwerbstätig,,66,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,53506,,,,185,100,3,,,,,,,Gut,,3501-4000€
R_T2h3Bh5o9f7NZSx,31-40 Stunden,,58,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,22765,,,,168,70,1,,,,,,,Sehr gut,,3001-3500€
R_TjYTCe9Soazlksh,31-40 Stunden,,46,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,50676,,,,182,66,6,,,,,,,Gut,,3501-4000€
R_21gQ7SDBeLw0f2x,31-40 Stunden,,53,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,72805,,,,176,76,1,,,,,,,Zufriedenstellend,,2001-2500€
R_3NCCHzd109OaTIb,Nicht erwerbstätig,3,39,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,06406,1,0,0,165,89,7,sich nicht verändert,sich nicht verändert,54,28,,69,Weniger gut,2001-2500€,
R_3hF7Ymw2DPAeFPd,31-40 Stunden,0,52,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,19309,0,0,0,178,82,5,leicht zugenommen,sich nicht verändert,51,,,53,Sehr gut,0-500€,
R_2Cx0V5z0HxWPiIM,11-20 Stunden,,59,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,76139,,,,160,90,6,,,,,,,Zufriedenstellend,,4001-4500€
R_21cAi01F3ELk5UM,41-50 Stunden,,59,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,01257,,,,174,85,4,,,,,,,Weniger gut,,1001-1500€
R_eS8ukPfsIyF2QdX,41-50 Stunden,1,39,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,12167,1,0,0,187,74,7,sich nicht verändert,sich nicht verändert,85,30,,65,Gut,4501-5000€,
R_1i5tDXq3lrLIlTF,Nicht erwerbstätig,,60,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,24537,,,,165,70,3,,,,,,,Zufriedenstellend,,501-1000€
R_33ye5BhU99d6rUZ,21-30 Stunden,,34,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,22297,,,,169,65,4,,,,,,,Gut,,1001-1500€
R_2ygsH8szPmsUAuW,31-40 Stunden,0,52,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,23942,1,0,0,177,87,9,sich nicht verändert,sich nicht verändert,96,,,78,Weniger gut,4001-4500€,
R_2UVC7gzv0QmffKZ,Nicht erwerbstätig,,43,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Ohne beruflichen Bildungsabschluss,67071,,,,158,70,5,,,,,,,Zufriedenstellend,,1501-2000€
R_11iFSMdoRmW7ZCz,Nicht erwerbstätig,0,57,Weiblich,Abschluss der Polytechnischen Oberschule der DDR,Lehre/ Berufsausbildung im dualen System,99439,1,0,0,156,79,3,sich nicht verändert,sich nicht verändert,75,,,100,Weniger gut,1501-2000€,
R_3QFwEVsL0CR7hj1,31-40 Stunden,0,45,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,22301,0,0,0,178,65,1,,,,,,,Gut,2501-3000€,
R_2xJCVjETEZBpG7m,1-10 Stunden,,62,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,38118,,,,162,73,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Gut,,501-1000€
R_3gO4nwZTw1kFiOA,21-30 Stunden,1,40,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,21075,0,0,0,156,72,6,,,,,,,Weniger gut,2001-2500€,
R_3kOeLCVOZ0l4pxU,Nicht erwerbstätig,,53,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,91126,,,,187,72,5,,,,,,,Weniger gut,,1001-1500€
R_3qdJAHPvxGRnesr,41-50 Stunden,0,59,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,04600,1,0,0,178,88,5,,,,,,,Gut,,1501-2000€
R_1rrI5zw9Pjk3VGQ,Nicht erwerbstätig,0,65,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,79346,1,0,0,159,71,6,stark abgenommen,sich nicht verändert,89,,,92,Zufriedenstellend,2501-3000€,
R_2VDTMg0BXgqJfRs,41-50 Stunden,0,38,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",41540,1,0,0,185,87,5,sich nicht verändert,sich nicht verändert,50,,,39,Zufriedenstellend,4501-5000€,
R_1r1fY2HmZlVs2hw,21-30 Stunden,,55,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,65344,,,,181,84,7,,,,,,,Zufriedenstellend,,1501-2000€
R_2viGZntw0Wz5u2J,Nicht erwerbstätig,,52,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Ohne beruflichen Bildungsabschluss,51149,,,,187,92,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Weniger gut,,0-500€
R_1er4OnNiUitF9Vy,31-40 Stunden,,48,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,96215,,,,173,68,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Zufriedenstellend,,1501-2000€
R_3kaLuiqTxuQfd11,31-40 Stunden,,35,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Lehre/ Berufsausbildung im dualen System,30539,,,,178,68,1,,,,,,,Gut,,2001-2500€
R_1luEMyaohIUugVD,1-10 Stunden,,58,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,12103,,,,186,90,6,,,,,,,Weniger gut,,1501-2000€
R_1NejEAlVdikIl9v,1-10 Stunden,0,63,Männlich,Abschluss der Polytechnischen Oberschule der DDR,Fachschulabschluss (DDR),96515,1,0,0,182,99,5,sich nicht verändert,sich nicht verändert,80,48,48,56,Weniger gut,1501-2000€,
R_3lSTSRffgYqzhwP,Nicht erwerbstätig,,65,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss (DDR),04178,,,,167,68,1,,,,,,,Zufriedenstellend,,4501-5000€
R_24ue9DAOKsMraU9,Nicht erwerbstätig,0,65,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,40219,1,0,0,167,135,2,sich nicht verändert,sich nicht verändert,0,,,26,Zufriedenstellend,3001-3500€,
R_OrRZrysMJcKq6at,Nicht erwerbstätig,,21,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),"Bachelor,Diplom",33100,,,,165,51,2,,,,,,,Gut,,0-500€
R_p5C9mDm5cWSOyIN,21-30 Stunden,1,45,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Fachschulabschluss,37574,1,0,0,166,115,6,sich nicht verändert,sich nicht verändert,,,,,Zufriedenstellend,2501-3000€,
R_3Jl4IGkm1NHEsog,41-50 Stunden,,57,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,95028,,,,156,58,1,,,,,,,Gut,,2001-2500€
R_3MopO5Q5yK5guv0,Nicht erwerbstätig,,31,Weiblich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Ohne beruflichen Bildungsabschluss,88299,,,,174,62,7,,,,,,,Gut,,2001-2500€
R_3m2XtYf8jRcb72I,31-40 Stunden,0,24,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,37688,0,0,0,168,55,7,,,,,,,Gut,,1001-1500€
R_2BkRE9nDnIEMABD,Nicht erwerbstätig,0,68,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,25712,0,0,0,188,79,7,sich nicht verändert,sich nicht verändert,58,,,58,Zufriedenstellend,2001-2500€,
R_2WP5NgngrFk5e8O,Nicht erwerbstätig,0,57,Männlich,Abschluss der Polytechnischen Oberschule der DDR,Lehre/ Berufsausbildung im dualen System,99085,1,0,0,172,90,2,sich nicht verändert,sich nicht verändert,50,,,50,Weniger gut,1501-2000€,
R_3PUgH5Le6EFHVPs,Nicht erwerbstätig,0,68,Männlich,Haupt- oder Volksschulabschluss (Abschluss der Pflichtschule),Lehre/ Berufsausbildung im dualen System,35619,1,0,0,168,94,4,sich nicht verändert,sich nicht verändert,40,10,,10,Zufriedenstellend,2001-2500€,
R_2YXKsLoCh9JV6jn,Nicht erwerbstätig,,64,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),"Lehre/ Berufsausbildung im dualen System,Fachschulabschluss",79106,,,,171,80,3,,,,,,,Gut,,2501-3000€
R_2uEvHS4lTtILKge,41-50 Stunden,,35,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,86609,,,,178,74,5,,,,,,,Gut,,4001-4500€
R_ONlDMP1I3sRIhcl,Nicht erwerbstätig,,62,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,49811,,,,163,148,1,,,,,,,Zufriedenstellend,,2501-3000€
R_W3yGJufuUJyHvbz,Nicht erwerbstätig,0,57,Männlich,Abschluss der Polytechnischen Oberschule der DDR,Lehre/ Berufsausbildung im dualen System,99085,1,0,0,172,90,2,sich nicht verändert,sich nicht verändert,50,,,50,Weniger gut,1501-2000€,
R_25tmfvV7OPZdlfA,31-40 Stunden,,42,Männlich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,89073,,,,184,128,"0=überhaupt nicht bereit, Risiken einzugehen",,,,,,,Zufriedenstellend,,2001-2500€
R_cwP8f0LB7yySiMp,31-40 Stunden,0,63,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Master,10557,1,0,0,171,73,8,leicht abgenommen,sich nicht verändert,50,,,41,Gut,2501-3000€,
R_32Ry7qSjhl4YnuQ,11-20 Stunden,,31,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Bachelor,49080,,,,176,79,7,,,,,,,Gut,,2001-2500€
R_1dEuokDeVivFa1c,1-10 Stunden,,63,Männlich,Ohne allgemeinen Schulabschluss,Ohne beruflichen Bildungsabschluss,49214,,,,171,77,6,,,,,,,Weniger gut,,1501-2000€
R_1kY7GrYzNGuTXv4,31-40 Stunden,0,62,Männlich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,82024,1,0,0,186,100,7,sich nicht verändert,sich nicht verändert,28,,,15,Gut,5501-6000€,
R_3eb0qPUfRpDx3jO,21-30 Stunden,,64,Weiblich,Abitur oder Fachabitur (Höchster Schulabschluss/ Hochschulreife),Diplom,44791,,,,173,60,8,,,,,,,Zufriedenstellend,,1501-2000€
R_eJNBQ9fK6Gbf8IN,21-30 Stunden,,62,Weiblich,Mittleren Schulabschluss (z.B. Realschulabschluss),Lehre/ Berufsausbildung im dualen System,14167,,,,170,55,3,,,,,,,Zufriedenstellend,,3501-4000€
